investment_recommendation,reason_summary,data_confidence,red_flag_count,red_flag_reasons,fund_name,manager_name,vintage_year,vintage_age,sub_strategy,geography,irr_max,tvpi_max,dpi_max,irr_quality,tvpi_quality,dpi_quality,has_institutional_match,institutional_fund_name,institutional_trend_score,match_score,fund_id,strategy,lp_count,irr_min,tvpi_min,dpi_min,gross_asset_value_usd,final_close_size_usd,latest_as_of_date,lp_fund_id,lp_fund_name,lp_manager_name,lp_vintage_year,lp_sub_strategy,lp_geography,lp_irr_max,lp_tvpi_max,lp_dpi_max,canonical_fund_id,institutional_vintage_year,institutional_quarter_count,institutional_latest_quarter,institutional_latest_tvpi,institutional_latest_irr,institutional_tvpi_change_total
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"ABRY Senior Equity Partners IV, L.P.",ABRY,2012.0,14.0,buyout,north_america,0.144,1.75,1.6554,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,abry-senior-equity-partners-iv-l-p,private_equity,1,0.144,1.75,1.6554,,,2024-06-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low realization | No institutional match,Medium,0,,"ABRY Senior Equity Partners V, L.P.",ABRY,2016.0,10.0,buyout,north_america,0.128,1.49,0.5776,Acceptable IRR,Acceptable TVPI,Low realization,False,,,,abry-senior-equity-partners-v-l-p,private_equity,1,0.128,1.49,0.5776,,,2024-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,"AC Side Fund III, LP",,2021.0,5.0,buyout,north_america,,0.740348,0.0,Missing IRR,Weak TVPI,Weak DPI for age,False,,,,ac-side-fund-iii-lp,private_equity,1,,0.740348,0.0,,,2025-03-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Missing TVPI | Missing DPI | No institutional match,Medium,0,,"Academy Venture Fund, LLC",Academy,1999.0,27.0,venture_capital,north_america,0.0018,,,Weak IRR,Missing TVPI,Missing DPI,False,,,,academy-venture-fund-llc,private_equity,1,0.0018,,,,,2024-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Acceptable TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,Accel Europe,Accel,2001.0,25.0,growth_equity,europe,,1.31,0.0298034,Missing IRR,Acceptable TVPI,Very weak realization,False,,,,accel-europe,private_equity,1,,1.31,0.0298034,,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,Accel Partners VI L.P.,Accel,1998.0,28.0,venture_capital,global,-0.0764,0.39,0.3631,Weak IRR,Weak TVPI,Very weak realization,False,,,,accel-partners-vi-l-p,private_equity,1,-0.0764,0.39,0.3631,,,2025-03-31,,,,,,,,,,,,,,,,
Too Early,Acceptable IRR | Excellent TVPI | Good early DPI | No institutional match,Medium,0,,"Accel VI-S, L.P.",Accel,,0.0,venture_capital,global,0.1432,4.56,4.4303,Acceptable IRR,Excellent TVPI,Good early DPI,False,,,,accel-vi-s-l-p,private_equity,2,0.1432,4.56,4.4303,14343650.0,,2025-03-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Accel VIII, L.P.",Accel,2000.0,26.0,venture_capital,global,0.037,1.29,1.29025,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,accel-viii-l-p,private_equity,3,0.037,1.29,1.29025,,,2020-06-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Excellent TVPI | Low realization | No institutional match,Medium,0,,"Accel-KKR Capital Partners CV III, L.P.",Accel-KKR,2018.0,8.0,buyout,north_america,0.2253,2.65,0.555,Good IRR,Excellent TVPI,Low realization,False,,,,accel-kkr-capital-partners-cv-iii-l-p,private_equity,1,0.2253,2.65,0.555,2694137000.0,,2025-03-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Weak TVPI | Good early DPI | No institutional match,Medium,0,,Accel-KKR Capital Partners CV IV LP,Accel-KKR,2022.0,4.0,buyout,north_america,0.1091,1.27,0.4563,Acceptable IRR,Weak TVPI,Good early DPI,False,,,,accel-kkr-capital-partners-cv-iv-lp,private_equity,1,0.1091,1.27,0.4563,1198447000.0,,2025-03-31,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Acceptable TVPI | Good early DPI | No institutional match,Medium,0,,Accel-KKR Capital Partners CV IV Strategic Fund LP,Accel-KKR,2022.0,4.0,buyout,north_america,0.1549,1.39,0.4982,Good IRR,Acceptable TVPI,Good early DPI,False,,,,accel-kkr-capital-partners-cv-iv-strategic-fund-lp,private_equity,1,0.1549,1.39,0.4982,133009000.0,,2025-03-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,"Accel-KKR Capital Partners III, L.P.",Accel-KKR,2008.0,18.0,buyout,north_america,0.2391,3.13,3.13,Good IRR,Excellent TVPI,Strong realized DPI,False,,,,accel-kkr-capital-partners-iii-l-p,private_equity,1,0.2391,3.13,3.13,5513140.0,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,"Accel-KKR Capital Partners IV, LP",Accel-KKR,2013.0,13.0,buyout,north_america,0.39,3.58,3.57529,Excellent IRR,Excellent TVPI,Strong realized DPI,False,,,,accel-kkr-capital-partners-iv-lp,private_equity,3,0.3893,3.5,3.4966,1275200000.0,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Accel-KKR Capital Partners V LP,Accel-KKR,2017.0,9.0,buyout,north_america,0.289,2.43,1.1722,Excellent IRR,Good TVPI,Acceptable realized DPI,False,,,,accel-kkr-capital-partners-v,private_equity,2,0.288,2.43,1.17209,1828725000.0,,2024-12-31,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Excellent TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Accel-KKR Capital Partners V Strategic Fund, L.P.",Accel-KKR,2017.0,9.0,buyout,north_america,0.299,2.88,1.44837,Excellent IRR,Excellent TVPI,Acceptable realized DPI,False,,,,accel-kkr-capital-partners-v-strategic-fund-l-p,private_equity,1,0.299,2.88,1.44837,237605000.0,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,Accel-KKR Capital Partners VI LP,Accel-KKR,2021.0,5.0,buyout,north_america,0.06,1.2,0.1291,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,accel-kkr-capital-partners-vi-lp,private_equity,5,0.06,1.2,0.1291,3015267000.0,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,Accel-KKR Capital Partners VII LP,Accel-KKR,2025.0,1.0,buyout,north_america,,0.4,,Missing IRR,Weak TVPI,Missing DPI,False,,,,accel-kkr-capital-partners-vii-l-p,private_equity,6,,0.4,,4400000000.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Accel-KKR Company LLC,Accel-KKR,2000.0,26.0,buyout,north_america,0.0815,2.3,2.3214,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,accel-kkr-company-llc,private_equity,1,0.0815,2.3,2.3214,10560000.0,,2024-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Weak DPI for age | No institutional match,Medium,0,,"Accel-KKR Emerging Buyout Partners, L.P.",Accel-KKR,2020.0,6.0,buyout,emerging_markets,0.055,1.08,0.1635,Weak IRR,Weak TVPI,Weak DPI for age,False,,,,accel-kkr-emerging-buyout-partners-l-p,private_equity,1,0.055,1.08,0.1635,710420000.0,,2024-03-31,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Accel-KKR Growth Capital Partners II LP,Accel-KKR,2015.0,11.0,growth_equity,global,0.289,2.35,1.82706,Excellent IRR,Good TVPI,Strong realized DPI,False,,,,accel-kkr-growth-capital-partners-ii-lp,private_equity,2,0.288,2.34,1.82149,286176000.0,,2024-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low but acceptable DPI | No institutional match,Medium,0,,Accel-KKR Growth Capital Partners III,Accel-KKR,2019.0,7.0,growth_equity,global,0.089,1.3,0.3261,Acceptable IRR,Acceptable TVPI,Low but acceptable DPI,False,,,,accel-kkr-growth-capital-partners-iii,private_equity,3,0.089,1.3,0.3261,881570000.0,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,Accel-KKR Growth Capital Partners IV,Accel-KKR,2021.0,5.0,growth_equity,global,0.017,1.0,,Weak IRR,Weak TVPI,Missing DPI,False,,,,accel-kkr-growth-capital-partners-iv,private_equity,3,0.017,1.0,,1517465000.0,,2025-09-30,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"Accel-KKR Structured Capital Partners II, LP",Accel-KKR,2001.0,25.0,buyout,north_america,0.328,2.36,1.5266,Excellent IRR,Good TVPI,Strong realized DPI,False,,,,accel-kkr-structured-capital-partners-ii-lp,private_equity,1,0.328,2.36,1.5266,,,2021-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Access Capital L.P. II D,Access,2002.0,24.0,buyout,north_america,0.0444,1.21,1.21,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,access-capital-l-p-ii-d,private_equity,1,0.0444,1.21,1.21,,,2024-06-30,,,,,,,,,,,,,,,,
Watchlist,Missing IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"Access/NY European Middle Market Buyout Fund II, LP",Access,2011.0,15.0,buyout,europe,,1.71168,1.55781,Missing IRR,Good TVPI,Strong realized DPI,False,,,,access-ny-european-middle-market-buyout-fund-ii-lp,private_equity,1,,1.71168,1.55781,,,2025-03-31,,,,,,,,,,,,,,,,
Needs More Data,Missing IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Access/NY European Middle Market Buyout Fund, LP",Access,2005.0,21.0,buyout,europe,,1.26155,1.26041,Missing IRR,Weak TVPI,Acceptable realized DPI,False,,,,access-ny-european-middle-market-buyout-fund-lp,private_equity,1,,1.26155,1.26041,,,2025-03-31,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Weak TVPI | Acceptable realized DPI | Institutional match found,High,0,,ACON Equity Partners 3.5,ACON,2012.0,14.0,buyout,north_america,0.026,1.1,1.0952,Weak IRR,Weak TVPI,Acceptable realized DPI,True,ACON Equity Partners IV,61.3,0.857,acon-equity-partners-3-5,private_equity,4,0.026,1.1,1.0952,755875736.0,,2025-06-30,acon-equity-partners-3-5,ACON Equity Partners 3.5,ACON,2012.0,buyout,north_america,0.026,1.1,1.0952,fund_000003,2016.0,19.0,2025-Q3,1.42,8.5,0.57
Weak / Avoid,Weak IRR | Weak TVPI | Missing DPI | Institutional match found,High,0,,"ACON Equity Partners III, L.P.",ACON,2012.0,14.0,buyout,north_america,0.0232,1.09,,Weak IRR,Weak TVPI,Missing DPI,True,ACON Equity Partners IV,61.3,0.8,acon-equity-partners-iii-l-p,private_equity,1,0.0232,1.09,,718863141.0,,2021-12-31,acon-equity-partners-iii-l-p,"ACON Equity Partners III, L.P.",ACON,2012.0,buyout,north_america,0.0232,1.09,,fund_000003,2016.0,19.0,2025-Q3,1.42,8.5,0.57
Needs More Data,Acceptable IRR | Acceptable TVPI | Low realization | Institutional match found,High,0,,ACON Equity Partners IV,ACON,2016.0,10.0,buyout,north_america,0.094,1.46,0.680747,Acceptable IRR,Acceptable TVPI,Low realization,True,ACON Equity Partners IV,61.3,1.08,acon-equity-partners-iv,private_equity,3,0.0886,1.43149,0.664,1615571527.0,,2025-06-30,acon-equity-partners-iv,ACON Equity Partners IV,ACON,2016.0,buyout,north_america,0.094,1.46,0.680747,fund_000003,2016.0,19.0,2025-Q3,1.42,8.5,0.57
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"Acon-Bastion Partners II, L.P.",ACON,2006.0,20.0,buyout,north_america,0.122562,1.73892,1.7389,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,acon-bastion-partners-ii-l-p,private_equity,3,0.122562,1.73892,1.7389,308299025.0,,2024-12-31,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,"Acrew Capital Fund III, L.P.",Acrew Capital,2024.0,2.0,buyout,global,,0.869741,0.0,Missing IRR,Weak TVPI,Too early for DPI,False,,,,acrew-capital-fund-iii-l-p,private_equity,1,,0.869741,0.0,,,2025-06-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,"Acrew Diversify Capital Fund II, L.P.",Acrew Capital,2024.0,2.0,buyout,global,,0.667186,0.0,Missing IRR,Weak TVPI,Too early for DPI,False,,,,acrew-diversify-capital-fund-ii-l-p,private_equity,1,,0.667186,0.0,,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Missing IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Actis EM IV,Actis Global,2012.0,14.0,growth_equity,emerging_markets,,1.11,1.06478,Missing IRR,Weak TVPI,Acceptable realized DPI,False,,,,actis-em-iv,private_equity,1,,1.11,1.06478,,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | No institutional match,Medium,0,,"Actis Emerging Markets 3, L.P.",Actis Global,2007.0,19.0,buyout,europe,-0.022,0.92,0.912949,Weak IRR,Weak TVPI,Low realization,False,,,,actis-emerging-markets-3-l-p,private_equity,1,-0.022,0.92,0.912949,,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | No institutional match,Medium,0,,"Actis Global 4, L.P.",Actis Global,2011.0,15.0,buyout,europe,0.028,1.13,0.901063,Weak IRR,Weak TVPI,Low realization,False,,,,actis-global-4-l-p,private_equity,3,0.028,1.13,0.901063,585724854.0,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Weak IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,"Activate Capital Partners II, LP",Activate Capital,,0.0,buyout,north_america,0.0682,1.24851,0.1281,Weak IRR,Weak TVPI,Too early for DPI,False,,,,activate-capital-partners-ii-lp,private_equity,2,0.0682,1.24851,0.1281,,,2025-12-31,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street - 2007 Non-U.S. Fund,Adams Street,2007.0,19.0,growth_equity,emerging_markets,0.077,1.6,1.6265,Weak IRR,Acceptable TVPI,Strong realized DPI,False,,,,adams-street-2007-non-u-s-fund,private_equity,1,0.077,1.6,1.6265,,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street - 2007 U.S. Fund,Adams Street,2007.0,19.0,growth_equity,emerging_markets,0.121,2.0,2.0038,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,adams-street-2007-u-s-fund,private_equity,1,0.121,2.0,2.0038,,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street - 2008 Non-U.S. Fund,Adams Street,2008.0,18.0,growth_equity,emerging_markets,0.103,1.9,1.8415,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,adams-street-2008-non-u-s-fund,private_equity,1,0.103,1.9,1.8415,,,2025-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street - 2008 U.S. Fund,Adams Street,2008.0,18.0,growth_equity,emerging_markets,0.157,2.3,2.279,Good IRR,Good TVPI,Strong realized DPI,False,,,,adams-street-2008-u-s-fund,private_equity,1,0.157,2.3,2.279,,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Adams Street - 2009 Non-U.S. Emerging Marketsn,Adams Street,2009.0,17.0,growth_equity,emerging_markets,0.078,1.8,1.3478,Weak IRR,Good TVPI,Acceptable realized DPI,False,,,,adams-street-2009-non-u-s-emerging-marketsn,private_equity,1,0.078,1.8,1.3478,,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street - 2009 U.S. Fund,Adams Street,2009.0,17.0,growth_equity,emerging_markets,0.148,2.4,2.0217,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,adams-street-2009-u-s-fund,private_equity,1,0.148,2.4,2.0217,,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Adams Street - 2010 Non-U.S. Emerging Markets,Adams Street,2010.0,16.0,growth_equity,emerging_markets,0.092,2.0,1.3556,Acceptable IRR,Good TVPI,Acceptable realized DPI,False,,,,adams-street-2010-non-u-s-emerging-markets,private_equity,1,0.092,2.0,1.3556,,,2025-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street - 2010 U.S. Fund,Adams Street,2010.0,16.0,growth_equity,emerging_markets,0.16,2.6,2.0364,Good IRR,Excellent TVPI,Strong realized DPI,False,,,,adams-street-2010-u-s-fund,private_equity,1,0.16,2.6,2.0364,,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Good IRR | Missing TVPI | Missing DPI | No institutional match,Medium,0,,Adams Street - Mca,Adams Street,,0.0,growth_equity,global,0.1915,,,Good IRR,Missing TVPI,Missing DPI,False,,,,adams-street-mca,private_equity,1,0.1915,,,,,2024-02-29,,,,,,,,,,,,,,,,
Watchlist,Missing IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street 2007 Direct Fund,Adams Street,2006.0,20.0,growth_equity,emerging_markets,,2.54,2.42,Missing IRR,Excellent TVPI,Strong realized DPI,False,,,,adams-street-2007-direct-fund,private_equity,2,,2.54,2.42,57107548.0,,2025-12-31,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street 2008 Direct Fund,Adams Street,2007.0,19.0,growth_equity,emerging_markets,0.151,2.7,2.5102,Good IRR,Excellent TVPI,Strong realized DPI,False,,,,adams-street-2008-direct-fund,private_equity,1,0.151,2.7,2.5102,91168227.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Missing IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street 2009 Direct Fund,Adams Street,2008.0,18.0,growth_equity,emerging_markets,,2.05,1.83,Missing IRR,Good TVPI,Strong realized DPI,False,,,,adams-street-2009-direct-fund,private_equity,2,,2.05,1.83,60050932.0,,2025-12-31,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street 2010 Direct Fund,Adams Street,2009.0,17.0,growth_equity,emerging_markets,0.117,2.0,1.6458,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,adams-street-2010-direct-fund,private_equity,2,0.117,2.0,1.6458,42529866.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street 2011 Direct Fund,Adams Street,2010.0,16.0,growth_equity,emerging_markets,0.132,2.1,1.6316,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,adams-street-2011-direct-fund,private_equity,1,0.132,2.1,1.6316,48044416.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street 2011 Emerging Markets Fund,Adams Street,2011.0,15.0,growth_equity,emerging_markets,0.119,2.4,1.7059,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,adams-street-2011-emerging-markets-fund,private_equity,1,0.119,2.4,1.7059,157379777.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street 2011 Non-US Developed Markets,Adams Street,2011.0,15.0,growth_equity,emerging_markets,0.14,2.2,1.62,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,adams-street-2011-non-us-developed-markets,private_equity,1,0.14,2.2,1.62,237858662.0,,2025-09-30,,,,,,,,,,,,,,,,
Good Candidate,Good IRR | Excellent TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street 2011 U.S. Fund,Adams Street,2011.0,15.0,growth_equity,emerging_markets,0.156,2.5,1.9101,Good IRR,Excellent TVPI,Strong realized DPI,False,,,,adams-street-2011-u-s-fund,private_equity,1,0.156,2.5,1.9101,398882402.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Missing IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Adams Street 2012 Global Fund,Adams Street,2012.0,14.0,growth_equity,emerging_markets,,2.16,1.52,Missing IRR,Good TVPI,Strong realized DPI,False,,,,adams-street-2012-global-fund,private_equity,2,,2.16,1.52,660302323.0,,2025-12-31,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Adams Street 2013 Global Fund,Adams Street,2013.0,13.0,growth_equity,emerging_markets,0.129,2.2,1.3362,Acceptable IRR,Good TVPI,Acceptable realized DPI,False,,,,adams-street-2013-global-fund,private_equity,2,0.129,2.2,1.3362,548759068.0,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Missing IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Adams Street 2014 Global Fund,Adams Street,2014.0,12.0,growth_equity,emerging_markets,,2.29,1.31,Missing IRR,Good TVPI,Acceptable realized DPI,False,,,,adams-street-2014-global-fund,private_equity,2,,2.29,1.31,928839674.0,,2025-12-31,,,,,,,,,,,,,,,,
